date;tavg;tmin;tmax;wdir;wspd;pres
2023-08-08;28,6;22,1;36,3;359;11,3;1007,8
2023-08-09;27;21,1;33,3;45;15;1010,4
2023-08-10;28,2;20,8;35,5;39;10;1010
2023-08-11;25,3;20;31,3;294;13,2;1011,9
2023-08-12;26,7;20,4;33,7;59;14,7;1013,9
2023-08-13;29,3;19,9;37,5;77;15,5;1012,9
2023-08-14;33;26,2;40,2;65;18,2;1013,8
2023-08-15;33,3;25,6;40,5;74;16,6;1012,8
2023-08-16;32,4;25;40;46;11,5;1010
2023-08-17;30,3;23,1;39;35;10,1;1009,6
2023-08-18;30,9;23,3;38,1;40;11,1;1010,4
2023-08-19;29,9;23;37;62;11,7;1011,2
2023-08-20;29,1;22,1;36,2;23;11,9;1010,5
2023-08-21;28,1;21;34,5;45;10,8;1012
2023-08-22;27,6;20;34,2;59;12,8;1014,4
2023-08-23;27,6;20,3;33,3;52;10,5;1014,2
2023-08-24;27;20;33,3;14;10,1;1012,6
2023-08-25;26,6;20,5;32,7;48;11,4;1012,8
2023-08-26;25,4;18,6;32,2;61;11,8;1013,1
2023-08-27;25,7;18;32,9;55;11,3;1009,1
2023-08-28;25,3;18,6;31,4;36;12,1;1006,5
2023-08-29;25,2;17,2;31,8;53;7,2;1006,9
2023-08-30;27,6;19,3;34,2;130;9,5;1007,8
2023-08-31;27,8;19,5;35,4;196;8,8;1009,9
2023-09-01;26,5;20;33,4;301;11,6;1012,7
2023-09-02;25,3;18,5;31,3;41;14,7;1014
2023-09-03;19,6;17,7;22,7;15;12,5;1013,9
2023-09-04;18,2;15,6;21,6;47;8,4;1011,1
2023-09-05;23;17,3;29,4;77;9,6;1011,1
2023-09-06;24,9;17,8;31,8;48;7,9;1013,9
2023-09-07;23,8;18,8;30,4;42;10,6;1014,9
2023-09-08;21,2;15;27;40;11,3;1014,4
2023-09-09;22,1;15,7;28,1;47;10,1;1013,6
2023-09-10;19,4;14,4;25,2;54;13,9;1014,1
2023-09-11;18,2;11,1;24,4;50;10,6;1013,6
2023-09-12;18,1;11,5;23,8;55;8,9;1015,3
2023-09-13;18,4;11,7;25;71;7,7;1017,8
2023-09-14;18,4;12;24,9;37;6,8;1017,1
2023-09-15;19,8;10,5;26,4;27;7,3;1016,8
2023-09-16;20,4;13,9;26,5;63;9,6;1016,9
2023-09-17;20,3;11,5;26,9;54;10,4;1016,9
2023-09-18;18,6;11,7;24,8;55;12,4;1015,8
2023-09-19;16,7;8,6;25,5;57;10,5;1014,9
2023-09-20;19,6;10,6;27,8;7;7,4;1014,9
2023-09-21;20,3;12;28,3;26;7,2;1015,6
2023-09-22;21,5;11,9;29,9;354;7,3;1016,8
2023-09-23;22,2;12,8;30,5;327;6,4;1017,1
2023-09-24;23,6;16,5;31;71;7,4;1014,3
2023-09-25;23,8;16,9;31,1;14;8,1;1013,4
2023-09-26;22,1;15,9;28,6;62;9,9;1013,6
2023-09-27;21;13,1;28,1;72;8,3;1014,1
2023-09-28;19,8;17,2;27,5;172;8,5;1015,4
2023-09-29;19,3;15;24,8;205;6,9;1015,7
2023-09-30;19;12,6;24,6;17;6,8;1014
2023-10-01;16,2;15,3;18,2;284;6;1012,2
2023-10-02;17,3;10,9;22,6;346;11,1;1015,2
2023-10-03;15,5;10,5;20,8;19;9,9;1021
2023-10-04;14,4;8,4;20;55;6,2;1022,8
2023-10-05;15,3;8,4;23;64;5,3;1022,5
2023-10-06;16,3;8,1;23,6;23;6,9;1020,1
2023-10-07;16,7;10,9;22,8;60;7,3;1020,8
2023-10-08;16,4;8,6;24;212;9,1;1017,3
2023-10-09;13,9;9,5;19,2;305;9,7;1018,1
2023-10-10;14,7;9,3;19,7;344;8,3;1018
2023-10-11;14,2;8,9;20,3;40;11,8;1021,8
2023-10-12;13,4;7,1;20,6;77;8,1;1023,6
2023-10-13;13,8;5,7;22;100;5,7;1021,1
2023-10-14;15,2;7;23,7;96;7;1017,7
2023-10-15;14,8;8,2;23,2;111;7,4;1012
2023-10-16;14,8;7,7;21,9;251;10,6;1013
2023-10-17;14,7;10,4;20,1;65;8,6;1018,2
2023-10-18;12,9;9,5;16;266;9,8;1014,1
2023-10-19;12,7;8,8;18,1;229;6,1;1018
2023-10-20;13,7;5,8;21,2;146;8;1017,9
2023-10-21;15,8;7,8;24;124;7,8;1020,1
2023-10-22;18;10;27;85;5,7;1020,5
2023-10-23;18;11,3;26,1;94;6,6;1019
2023-10-24;17,5;11,3;25,7;154;7,8;1017
2023-10-25;17,4;9,7;25,4;188;10,3;1014,4
2023-10-26;18,3;13,3;24,3;203;10,3;1013,3
2023-10-27;19,2;13,9;25,5;216;13,2;1011,9
2023-10-28;17,1;13,1;22,2;214;11,5;1013,1
2023-10-29;17,3;10,5;24,2;116;7,2;1016,7
2023-10-30;18,8;13,9;25,3;68;9,8;1019,4
2023-10-31;17,7;11,2;25,7;66;6,5;1018,5
